epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,val_micro_f1,val_exact_match,lr
1,0.9368713520667171,0.4224661774685612,0.832236662262258,0.7365527300210497,0.44021245913380813,0.4427630657138854,0.08585055643879173,0.0003
2,0.8013569517054707,0.5870499885484074,0.8109207212072108,0.7829226307219529,0.4579675153952009,0.4864441310139477,0.11340752517223106,0.0003
3,0.7543619862392227,0.6227929373723436,0.8312741465902102,0.7961711733822603,0.44830933197799283,0.49182493806771266,0.1494435612082671,0.0003
4,0.698733146913389,0.6595820913044746,0.8087405980928398,0.7992183387311097,0.480616802753126,0.5132487554199454,0.15156332803391626,0.0003
5,0.668648301653019,0.6743722769733526,0.8329880231577819,0.7751059908998285,0.44771944516670875,0.46239113222486145,0.13566507684154744,0.0003
6,0.6344624348830477,0.6975750974547122,0.8263886247479733,0.800344464415018,0.459453513582397,0.47619047619047616,0.20137784843667197,0.0003
7,0.6133992354603597,0.7094559733869286,0.9084409414995392,0.8230657152669671,0.45729674573747864,0.5246485139704574,0.21886592474827768,0.00015
8,0.5384353343034332,0.7405411603116737,0.9506565982157046,0.8290938029039077,0.4721181803290962,0.5144900263455024,0.25172231054583993,0.00015
9,0.4882907113523774,0.7689320109929823,1.055201744584729,0.8428722848384294,0.49249839655137434,0.535812133072407,0.287758346581876,0.00015
10,0.4724211866935987,0.780741229116903,1.0333097373990705,0.8329358782854166,0.4825214902074385,0.536907822254866,0.24430312665606782,0.00015
11,0.4374547257004624,0.7929660628979646,1.0164055698089771,0.8450582952618156,0.5095884093999697,0.5523444976076555,0.29358770535241124,0.00015
12,0.4337397884732128,0.8015506764640231,1.124020832694897,0.8340620060540661,0.47930631543591945,0.5269121813031161,0.27556968733439324,0.00015
13,0.4119550068699365,0.8110811740153154,1.1583234698575329,0.8445283530815986,0.4949206204466955,0.5459469916811762,0.2978272390037096,0.00015
14,0.38453964250428335,0.8228473973995883,1.2086437797192613,0.8424085866665803,0.4918112416034387,0.5404674521923895,0.29146793852676206,7.5e-05
15,0.3446456669558355,0.8408048612976862,1.1704393247479032,0.8447933235557609,0.5017279400828953,0.5408583186360965,0.3174350821409645,7.5e-05
16,0.3137902505038064,0.8541905525845417,1.4081445661371956,0.8586380501619773,0.5261947551684145,0.5632419156774457,0.35294117647058826,7.5e-05
17,0.28828757445053943,0.8708868378812199,1.4145327179155214,0.8571144704725228,0.5104840750172814,0.5577199097806028,0.3502914679385268,7.5e-05
18,0.29068292086618097,0.8717037377158482,1.3838913892556197,0.8554584021661796,0.5148975907263764,0.5473029045643154,0.34181240063593005,7.5e-05
19,0.2745885404082674,0.8762755102177493,1.5078482945317873,0.853603605151366,0.5149305493859535,0.53629878304658,0.34393216746157923,3.75e-05
20,0.24082689798088747,0.8911803485712473,1.536609787724924,0.8585718079224806,0.5205443814040995,0.5525047159924544,0.356120826709062,3.75e-05
21,0.22718304857642407,0.9012124512589762,1.5320212019456398,0.8571144681982598,0.5212438110670488,0.545224541429475,0.35771065182829886,3.75e-05
